Familia APGIV,Familia,NombreActual,Authors,NombreMemoria,CODIGO,CodigoPBDY_18,FormaPBDY_2018,Forma_2015,NumRec_2018,MinYear_2018,MaxYear_2018,UserNotes2018
Meliaceae,Meliaceae,Guarea macrophylla var. '2',,Guarea 'macrophylla#2',GUARM2,GUARMA,M,TM,2,2001,2002,Three 'varIeties' on plot treated as one taxon Guarea macrophylla Vahl (GUARMA) in all plot lists.   Variety 2 identified as  G. macrophylla var. 2 in plot list 2009-2010.
Meliaceae,Meliaceae,Guarea macrophylla var. '3',,Guarea 'macrophylla#3',GUARM3,GUARMA,M,TM,54,2000,2012,Three 'varIeties' on plot treated as one taxon Guarea macrophylla Vahl (GUARMA) in all plot lists.   Variety 3 identified as var. 3 in plot list 2009-2010.
Meliaceae,Meliaceae,Guarea pterorhachis,Harms,Guarea pterorhachis,GUARPT,GUARPT,M,TM,152,2000,2017,
Meliaceae,Meliaceae,Guarea pubescens,(Rich.) A. Juss.,Guarea pubescens,GUARP1,GUARPB,M,TM,2,2004,2004,
Meliaceae,Meliaceae,Guarea purusana,C. DC.,Guarea purusana,GUARP2,GUARPU,T,TC,296,2000,2017,
Meliaceae,Meliaceae,Guarea silvatica,C. DC.,Guarea silvatica,GUARSI,GUARSI,M,TM,322,2000,2018,
Meliaceae,Meliaceae,Guarea sp.,,(unknown SSP2379),U2379,,,-,1,2000,2000,Discontinued.
Meliaceae,Meliaceae,Ruagea insignis,(C. DC.) T.D. Penn.,Ruagea insignis,RUAGIN,RUAGIN,M,TM,7,2013,2015,
Meliaceae,Meliaceae,Trichilia adolfii,Harms,Trichilia adolfii,TRI2AD,TRICAD,T,TC,337,2000,2017,
Meliaceae,Meliaceae,Trichilia 'cip',,Trichilia 'cip',TRI2CI,TRICCI,S,SL,5,2002,2015,
Meliaceae,Meliaceae,Trichilia 'densapunta',,Trichilia 'densapunta',TRI2DE,TRICDE,M,TM,40,2000,2017,
Meliaceae,Meliaceae,Trichilia elsae,Harms,Trichilia elsae,TRI2EL,TRICEL,S,SU,99,2000,2017,
Meliaceae,Meliaceae,Trichilia laxipaniculata,Cuatrec.,Trichilia laxipaniculata,TRI2LA,TRICLA,M,TM,12,2007,2010,
Meliaceae,Meliaceae,Trichilia maynasiana,C. DC.,Trichilia maynasiana,TRI2M1,TRICMA,T,TC,229,2004,2017,
Meliaceae,Meliaceae,Trichilia micrantha,Benth.,Trichilia micrantha,TRI2M2,TRICMI,M,TM,7,2001,2008,
Meliaceae,Meliaceae,Trichilia 'miniraquis' ,,Trichilia 'miniraquis',TRI2M3,TRICMN,M,TM,294,2001,2017,Trichilia 'miniraquis' in plot lists 2014-2018. Was Trichilia cf. pleeana (A. Juss.) C. DC. in 2010 plot list.
Meliaceae,Meliaceae,Trichilia obovata,W. Palacios,Trichilia obovata,TRI2OB,TRICOB,S,SL,4,2005,2007,
Meliaceae,Meliaceae,Trichilia pallida,Sw.,Trichilia pallida,TRI2PA,TRICPA,U,TU,296,2000,2017,
Meliaceae,Meliaceae,Trichilia poeppigii,C. DC.,Trichilia poeppigii,TRI2PO,TRICPO,U,SL,252,2001,2017,
Meliaceae,Meliaceae,Trichilia quadrijuga,Kunth,Trichilia quadrijuga,TRI2QU,TRICQU,T,TC,61,2000,2014,
Meliaceae,Meliaceae,Trichilia septentrionalis,C. DC.,Trichilia septentrionalis,TRI2SE,TRICSE,T,TC,971,2000,2018,
Meliaceae,Meliaceae,Trichilia solitudinis,Harms,Trichilia solitudinis,TRI2SO,TRICSO,T,TC,15,2001,2016,
Meliaceae,Meliaceae,Trichilia sp. G,,Trichilia sp. G,TRI2_G,,,T?,2,2002,2002,Discontinued. 
Menispermaceae,Menispermaceae,Abuta grandifolia,(Mart.) Sandwith,Abuta grandifolia,ABUTGR,ABUTGR,S,SL,18,2002,2014,
Menispermaceae,Menispermaceae,Abuta rufescens,Aubl.,Abuta rufescens,ABUTRU,,,CW,15,2009,2017,
Menispermaceae,Menispermaceae,Abuta sp. B,,Abuta sp. B,ABUT_B,,,CW,1,2008,2008,Discontinued.
Menispermaceae,Menispermaceae,Abuta sp. D,,Abuta sp. D,ABUT_D,,,CW,3,2000,2002,
Menispermaceae,Menispermaceae,Abuta sp. E,,Abuta sp. E,ABUT_E,,,CW,24,2001,2013,
Menispermaceae,Menispermaceae,Abuta sp. GL,,Abuta sp. GL,ABUTGL,,,CW,1,2016,2016,Probably an error.  Doesn't correspond to any Abuta collection we have.
Menispermaceae,Menispermaceae,Cissampelos sp. A,,Cissampelos sp. A,CIS1_A,,,C?,166,2000,2015,Possibly more than one species. No adult voucher yet available.
Menispermaceae,Menispermaceae,Disciphania killipii,Diels,Disciphania sp. V,DISP_V,,,CW,90,2000,2015,Adult voucher awaiting ID confirmation.
Menispermaceae,Menispermaceae,Disciphania sp. A,,Disciphania sp. A,DISP_A,,,C?,6,2001,2012,
Menispermaceae,Menispermaceae,Disciphania sp. B,,Disciphania sp. B,DISP_B,,,C?,24,2000,2017,
Menispermaceae,Menispermaceae,Menispermaceae sp.,,(unknown SSP1275),U1275,,,C?,17,2000,2001,Discontinued.
Menispermaceae,Menispermaceae,Menispermaceae sp. '1968',,Menispermaceae sp. '1968',U1968,,,C?,5,2000,2000,Discontinued.
Menispermaceae,Menispermaceae,Menispermaceae sp. A,,Menispermaceae sp. A,MEN_A,,,C?,3,2000,2005,Discontinued.
Menispermaceae,Menispermaceae,Menispermaceae sp. E,,Menispermaceae sp. E,MEN_E,,,C?,5,2001,2005,Discontinued.
Menispermaceae,Menispermaceae,Menispermaceae sp. H,,Menispermaceae sp. H,MEN_H,,,C?,2,2001,2003,Discontinued.
Menispermaceae,Menispermaceae,Menispermaceae sp. T,,Menispermaceae sp. T,MEN_T,,,C?,18,2003,2013,
Menispermaceae,Menispermaceae,Menispermaceae sp. U,,Menispermaceae sp. U,MEN_U,,,C?,75,2001,2017,
Menispermaceae,Menispermaceae,Menispermaceae sp. X,,Menispermaceae sp. X,MEN_X,,,C?,1,2006,2006,Discontinued.
Menispermaceae,Menispermaceae,Odontocarya cf. sp. C.,,Odontocarya cf. sp. C,ODO1_C,,,C?,4,2008,2012,
Menispermaceae,Menispermaceae,Odontocarya sp. A,,Odontocarya sp. A,ODO1_A,,,C?,152,2000,2017,Possibly more than one species. No adult voucher yet available.
Menispermaceae,Menispermaceae,Sciadotenia toxifera,Krukoff & A.C. Sm.,Menispermaceae sp. W,MEN_W,,,CW,4,2004,2009,
Menispermaceae,Menispermaceae,Telitoxicum krukovii,Moldenke,Telitoxicum krukovii,TELIKR,,,CW,153,2001,2017,
Metteniusaceae,Icacinaceae,Dendrobangia boliviana,Rusby,Dendrobangia boliviana,DEN1BO,DENBBO,M,TM,3,2007,2007,
Monimiaceae,Monimiaceae,Mollinedia killipii,,Mollinedia killipii,MOL2KI,MOLLKI,S,SL,15,2000,2015,
Monimiaceae,Monimiaceae,Mollinedia 'spinilarga',,Mollinedia 'spinilarga',MOL2SP,MOLLSP,U,TU,2,2005,2005,
Monimiaceae,Monimiaceae,Mollinedia tomentosa,(Benth.) Tul.,Mollinedia tomentosa,MOL2TO,MOLLTO,M,TM,23,2000,2007,
Moraceae,Moraceae,Batocarpus amazonicus,(Ducke) Fosberg,Batocarpus 'obmembra',BATOOB,BATOAM,T,TC,17,2000,2016,
Moraceae,Moraceae,Batocarpus costaricensis,Standl. & L.O. Williams,Batocarpus 'ramaroja',BATORA,BATOCO,T,TC,83,2000,2015,
Moraceae,Moraceae,Batocarpus orinocensis,H. Karst,Batocarpus orinocensis,BATOOR,BATOOR,T,TC,121,2000,2018,
Moraceae,Moraceae,Brosimum acutifolium,Huber,Brosimum acutifolium,BRO1AC,BROSAC,T,TC,176,2000,2017,
Moraceae,Moraceae,Brosimum guianense,(Aubl.) Huber,Brosimum guianense,BRO1GU,BROSGU,T,TC,469,2000,2017,
Moraceae,Moraceae,Brosimum lactescens,(S. Moore) C.C. Berg,Brosimum lactescens,BRO1LA,BROSLA,T,TC,22,2000,2016,
Moraceae,Moraceae,Brosimum potabile,Ducke,Brosimum potabile,BRO1PO,BROSPO,T,TC,61,2000,2018,
Moraceae,Moraceae,Brosimum utile subsp. ovatifolium,(Ducke) C.C. Berg,Brosimum utile,BRO1UT,BROSUT,T,TC,2,2009,2009,Treated as Brosimum utile (Kunth) Oken in plot lists 2014-2018. Treated Brosimum utile subsp. ovatifolium in plot list 2009 & plot book (2014). Only on subspecies occurs on plot.
Moraceae,Moraceae,Castilla ulei,Harb.,Castilla ulei,CAS3UL,CASTUL,T,TC,389,2000,2017,
Moraceae,Moraceae,Clarisia biflora,Ruiz & Pav.,Clarisia biflora,CLARBI,CLARBI,T,TC,74,2002,2018,
Moraceae,Moraceae,Clarisia racemosa,Ruiz & Pav.,Clarisia racemosa,CLARRA,CLARRA,E,TC,220,2000,2017,
Moraceae,Moraceae,Ficus americana subsp. subapiculata,(Miq.) C.C. Berg,Ficus 'subapiculata',FICUSU,,,HW,117,2008,2016,Early records may contain Ficus schippii (FICUSC) especially in trap 110. Ficus american subsp. subapiculata (FICUSU) occurs in at least trap 125. Both species have small red fruit.
Moraceae,Moraceae,Ficus gomelleira,Kunth & Bouché,Ficus gomelleira,FICUGO,FICUGO,T,TC,482,2002,2018,Included in plot censuses.
Moraceae,Moraceae,Ficus krukovii,Standl.,Ficus brevibracteata,FICUBR,,,HW,7,2008,2008,Adult voucher awaiting ID confirmation.
Moraceae,Moraceae,Ficus nymphaeifolia,Mill.,Ficus nymphaeifolia,FICUNY,FICUNY,T,HT,64,2008,2017,Included in plot censuses.
Moraceae,Moraceae,Ficus obtusifolia,Kunth,Ficus obtusifolia,FICUOB,FICUOB,T,TC,1,2017,2017,Included in plot censuses.
Moraceae,Moraceae,Ficus paraensis,(Miq.) Miq.,Ficus paraensis,FICUPA,,,HW,5,2017,2017,Adult voucher awaiting ID confirmation.
Moraceae,Moraceae,Ficus pertusa,L. f.,Ficus 'perecose',FICUP2,,,HW,141,2002,2017,ID confirmed with adult voucher.
Moraceae,Moraceae,Ficus piresiana,Vázq. Avila & C.C. Berg,Ficus sp. GG,FICU_GG,FICUPI,T,TC,171,2000,2018,Included in plot censuses.
Moraceae,Moraceae,Ficus quichuana,C.C. Berg,Ficus sp. DD,FICU_DD,,,-,395,2000,2018,Adult voucher awaiting ID confirmation.
Moraceae,Moraceae,Ficus schippii,Standl.,Ficus schippii,FICUSC,FICUBA,T&H,HT,5,2016,2017,Included in plot censuses. Fruits & seeds first recognized in 2016 as distinct from Ficus americana subsp. subapiculata (FICUSU). Both species have small red fruit. Present in at least trap 110.
Moraceae,Moraceae,Ficus sp. BB,,Ficus sp. BB,FICU_BB,,,-,11,2000,2008,
Moraceae,Moraceae,Ficus sp. CC,,Ficus sp. CC,FICU_CC,,,-,9,2000,2013,
Moraceae,Moraceae,Ficus sp. EE,,Ficus sp. EE,FICU_EE,,,-,11,2000,2011,
Moraceae,Moraceae,Ficus sp. KK,,Ficus sp. KK,FICU_KK,,,-,120,2008,2018,Initially identified as Ficus piresiana (FICU_GG) but tree at trap 110 (with 100 records) possibly is not piresiana.
Moraceae,Moraceae,Ficus sp. S1 (semillas),,Ficus sp. S1 (semillas),FICU_S1,,,-,94,2000,2017,Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.
Moraceae,Moraceae,Ficus sp. S2 (semillas),,Ficus sp. S2 (semillas),FICU_S2,,,-,90,2000,2018,Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.
Moraceae,Moraceae,Ficus sp. S4 (semillas),,Ficus sp. S4 (semillas),FICU_S4,,,-,23,2008,2012,Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.
Moraceae,Moraceae,Ficus sp. S5 (semillas),,Ficus sp. S5 (semillas),FICU_S5,,,-,21,2009,2013,Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.
Moraceae,Moraceae,Ficus sp.D,,Ficus sp.D,FICU_D,,,-,15,2000,2016,Possibly equals FICU_DD (Ficus quichuana). Needs confirmation.
Moraceae,Moraceae,Ficus sp.G,,Ficus sp.G,FICU_G,,,-,2,2000,2000,Possibly equal FICU_GG (Ficus piresiana).  Needs confirmation.
Moraceae,Moraceae,Ficus sp.H,,Ficus sp.H,FICU_H,,,-,14,2000,2009,
Moraceae,Moraceae,Ficus sp.K,,Ficus sp.K,FICU_K,,,-,16,2000,2016,Possibly equal FICU_KK.
Moraceae,Moraceae,Ficus sp.N,,Ficus sp.N,FICU_N,,,-,5,2000,2000,Discontinued.
Moraceae,Moraceae,Ficus sp.R,,Ficus sp.R,FICU_R,,,-,1,2000,2000,Discontinued.
Moraceae,Moraceae,Ficus sp.S,,Ficus sp.S,FICU_S,,,-,4,2000,2017,Possibly equal FICUSC (Ficus schippii) and/or FICUSU (Ficus americana). Needs better voucher specimen for confirmation.
Moraceae,Moraceae,Ficus sp.Y,,Ficus sp.Y,FICU_Y,,,-,61,2000,2001,Discontinued.  Scant material on card voucher available for identificaion. 
Moraceae,Moraceae,Ficus spp. (partes indet. a sp.),,Ficus spp. (partes indet. a sp.),FICU_PIN,,,-,1737,2000,2015,Unidentified seeds & fruits were initially recorded by trap (FICU_xx where xx equals the trap number).  Samples were saved in hope of future identification.  Unidentified samples were finally combined into a single code because part and trap were already recorded in each record.
Moraceae,Moraceae,Ficus trigona,L. f.,Ficus trigona,FICUT1,FICUTR,T&H,HT,363,2000,2017,Included in plot censuses.
Moraceae,Moraceae,Helicostylis tomentosa,(Poepp. & Endl.) Rusby,Helicostylis tomentosa,HEL1TO,HELITO,M,TM,2,2003,2008,
Moraceae,Moraceae,Maquira calophylla,(Poepp. & Endl.) C.C. Berg,Maquira calophylla,MAQUCA,MAQUCA,M,TM,168,2000,2018,
Moraceae,Moraceae,Maquira guianensis,Aubl.,Maquira guianensis,MAQUGU,MAQUGU,M,TM,378,2000,2017,
Moraceae,Moraceae,Naucleopsis krukovii ,(Standl.) C.C. Berg,Naucleopsis 'kv-krukovii',NAUCK2,NAUCKR,U,TM,200,2000,2017,Now treated as single variable taxon (Naucleopsis krukovii with code NAUCKR) in recent plot lists. This was initially (2000) separated into three forms (kv-amarilla & kv-frukovii & & kv-roja) that might correspond to three taxa.  Perhaps combine if phenological patterns are the same.
Moraceae,Moraceae,Naucleopsis cf. krukovii,(Standl.) C.C. Berg,Naucleopsis 'kv-roja',NAUCK3,NAUCKR,U,TM,82,2002,2014,Now treated as single variable taxon (Naucleopsis krukovii with code NAUCKR) in recent plot lists. This was initially (2000) separated into three forms (kv-amarilla & kv-frukovii & & kv-roja) that might correspond to three taxa.  Perhaps combine if phenological patterns are the same.
Moraceae,Moraceae,Naucleopsis ulei,(Warb.) Ducke,Naucleopsis ulei,NAUCUL,NAUCUL,T,TC,187,2000,2018,
Moraceae,Moraceae,Perebea angustifolia,(Poepp. & Endl.) C.C. Berg,Perebea angustifolia,PEREAN,PEREAN,M,TM,3,2008,2008,
Moraceae,Moraceae,Perebea guianensis,Aubl.,Perebea guianensis,PEREGU,PEREGU,M,TM,7,2008,2016,
Moraceae,Moraceae,Perebea mollis,(Poepp. & Endl.) Huber,Perebea mollis,PEREMO,PEREMO,T,TC,39,2003,2017,
Moraceae,Moraceae,Perebea sp. A,,Perebea sp. A,PERE_A,,,T?,4,2001,2004,Discontinued. Probably equal PERETE but needs confirmation.
Moraceae,Moraceae,Perebea tessmannii,Mildbr.,Perebea tessmannii,PERETE,PERETE,T,TC,5,2017,2017,
Moraceae,Moraceae,Perebea xanthochyma,H. Karst,Perebea xanthochyma,PEREXA,PEREXA,U,TM,625,2000,2018,
Moraceae,Moraceae,Poulsenia armata,(Miq.) Standl.,Poulsenia armata,POULAR,POULAR,T,TC,346,2000,2018,
Moraceae,Moraceae,Pseudolmedia laevigata,Trécul,Pseudolmedia laevigata,PSE1L1,PSEULA,T,TC,307,2000,2018,
Moraceae,Moraceae,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,Pseudolmedia laevis,PSE1L2,PSEULS,T,TC,1795,2000,2018,
Moraceae,Moraceae,Pseudolmedia macrophylla,Trécul,Pseudolmedia macrophylla,PSE1MC,PSEUMA,T,TC,16,2003,2017,
Moraceae,Moraceae,Pseudolmedia rigida subsp.eggersii,(Standl.) C.C. Berg,Pseudolmedia rigida,PSE1RI,PSEURI,T,TC,123,2000,2018,Treated as Pseudolmedia rigida in plot lists 2014-2018. Identified as Pseudolmedia rigida subsp. eggersii in plot list 2009. Only one subspecies reported on plot.
Moraceae,Moraceae,Pseudolmedia sp. A,,Pseudolmedia sp. A,PSE1_A,,,T?,1,2002,2002,Discontinued.
Moraceae,Moraceae,Sorocea muriculata,Miq. In Mart.,Sorocea muriculata,SOROMU,SOROMU,U,TU,78,2000,2016,
Moraceae,Moraceae,Sorocea pubivena subsp. hirtella ,(Mildbr.) C.C. Berg,Sorocea hirtella,SOROHI,SOROPU,U,TU,20,2001,2008,Subspecies combined into Sorocea pubivena Hemsl. (SOROPU) in plot lists 2010-2018.  Treated as subspecies in plot list 2009. Widely recognizied as two subspecies.
Moraceae,Moraceae,Sorocea pubivena subsp. oligotricha ,(Akkermans & C.C. Berg) C.C. Berg,Sorocea oligotricha,SOROOL,SOROPU,U,TM,49,2004,2016,Subspecies combined into Sorocea pubivena Hemsl. (SOROPU) in plot lists 2010-2018.  Treated as subspecies in plot list 2009. Widely recognizied as two subspecies.
Moraceae,Moraceae,Sorocea steinbachii,C.C. Berg,Sorocea steinbachii,SOROST,SOROST,M,TM,449,2000,2017,
Moraceae,Moraceae,Trymatococcus amazonicus,Poepp. & Endl.,Trymatococcus amazonicum,TRYMAM,TRYMAM,M,TM,2,2000,2013,
Myristicaceae,Myristicaceae,Compsoneura capitellata,(A. DC.) Warb.,Compsoneura capitellata,COMPCA,COMPCA,M,TM,146,2000,2017,
Myristicaceae,Myristicaceae,Compsoneura ulei,Warb.,Compsoneura ulei,COMPUL,COMPUL,M,TM,1,2008,2008,
Myristicaceae,Myristicaceae,Iryanthera grandis,Ducke,Iryanthera 'alta',IRYAAL,IRYAGR,T,TC,100,2002,2017,
Myristicaceae,Myristicaceae,Iryanthera hostmannii,(Benth.) Warb.,Iryanthera paraensis,IRYAPA,IRYAHO,M,TM,315,2000,2018,
Myristicaceae,Myristicaceae,Iryanthera juruensis,Warb.,Iryanthera juruensis,IRYAJU,IRYAJU,M,TM,20,2005,2017,
Myristicaceae,Myristicaceae,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaramillo,Otoba glycycarpa,OTOBGL,OTOBGL,T,TC,2724,2000,2018,
Myristicaceae,Myristicaceae,Virola dixonii,Little,Virola dixonii,VIRODI,VIRODI,U,TC,4,2005,2011,
Myristicaceae,Myristicaceae,Virola duckei,A.C. Smith,Virola duckei,VIRODU,VIRODU,E,TE,770,2000,2017,
Myristicaceae,Myristicaceae,Virola elongata,(Benth.) Warb.,Virola elongata,VIROEL,VIROEL,T,TC,917,2000,2018,
Myristicaceae,Myristicaceae,Virola flexuosa,A.C. Smith,Virola flexuosa,VIROFL,VIROFL,T,TC,157,2000,2018,
Myristicaceae,Myristicaceae,Virola 'microfuzzy',,Virola 'microfuzzy',VIROMI,VIROMI,T,TC,136,2000,2018,
Myristicaceae,Myristicaceae,Virola obovata,Ducke,Virola obovata,VIROOB,VIROOB,T,TC,31,2000,2011,
Myristicaceae,Myristicaceae,Virola pavonis,(A. DC.) A.C. Sm.,Virola 'pavo',VIROPA,VIROPA,T,TC,468,2000,2018,
Myristicaceae,Myristicaceae,Virola sp. I,,Virola sp. I,VIRO_I,,,T?,2,2000,2000,Discontinued.
Myristicaceae,Myristicaceae,Virola sp. U,,Virola sp. U,VIRO_U,,,T?,1,2002,2002,Discontinued.
Myristicaceae,Myristicaceae,Virola surinamensis,(Rol. ex Rottb.) Warb.,Virola surinamensis,VIROSU,,,T?,1,2005,2005,This species is not reported from the plot but is present in forests along the river.
Myrtaceae,Myrtaceae,Calyptranthes glandulosa,M.L. Kawas. & B. Holst,Calyptranthes 'punctote',CALYP3,CALPPC,S,TU,3,2004,2004,
Myrtaceae,Myrtaceae,Calyptranthes manuensis,B. Holst & M.L. Kawas.,Calyptranthes 'pseudospeciosa',CALYPS,CALPPS,M,TM,5,2004,2017,
Myrtaceae,Myrtaceae,Calyptranthes plicata,McVaugh,Calyptranthes plicata,CALYPL,CALPPL,U,TU,4,2000,2011,Calyptranthes nervata M.L. Kawas. & B. Holst was separated from Calyptranthes plicata in 2009. They are very similar vegetatively.  It is currently unclear which species is represented by these sparse records.
Myrtaceae,Myrtaceae,Calyptranthes sp. C,,Calyptranthes sp. C,CALY_C,,,T?,1,2002,2002,Discontinued.
Myrtaceae,Myrtaceae,Calyptranthes speciosa,Sagot,Calyptranthes speciosa,CALYSP,CALPSP,S,SL,19,2000,2009,
Myrtaceae,Myrtaceae,Calyptranthes yasuniana,M.L. Kawas. & Á.J. Pérez,Calyptranthes 'sedosa',CALYSE,CALPSE,U,TU,28,2002,2011,Calyptranthes yasuniana was newly described in 2015 and appears as such in plot list from 2018. It was known as Calyptranthes 'sedosa' in plots lists 2001-2014.
Myrtaceae,Myrtaceae,Eugenia feijoi,O. Berg,Eugenia feijoi,EUGEFE,EUGEFE,T,TC,262,2000,2018,
Myrtaceae,Myrtaceae,Eugenia florida,DC.,Eugenia florida,EUGEFL,EUGEFL,M,TM,50,2002,2013,
Myrtaceae,Myrtaceae,Eugenia 'granvariable',,Eugenia 'granvariable',EUGEG1,EUGEGV,M,TM,69,2000,2010,
Myrtaceae,Myrtaceae,Eugenia lambertiana,DC.,Eugenia lambertiana,EUGELA,EUGELA,M,TM,13,2002,2009,
Myrtaceae,Myrtaceae,Eugenia longisepala,M.L. Kawas. & B. Holst,Eugenia 'graneschweil',EUGEG2,EUGEGR,M,TM,1,2000,2000,
Myrtaceae,Myrtaceae,Eugenia macrocalyx,(O. Berg) Mart. ex B.D. Jacks.,Eugenia macrocalyx,EUGEM4,EUGEMC,M,TM,5,2001,2007,
Myrtaceae,Myrtaceae,Eugenia 'margot',,Eugenia 'margot',EUGEMG,EUGEMA,M,TM,78,2002,2017,
Myrtaceae,Myrtaceae,Eugenia 'medioperp-verde',,Eugenia 'medioperp-verde',EUGEM3,EUGEMV,M,TM,72,2004,2017,
Myrtaceae,Myrtaceae,Eugenia multirimosa,McVaugh,Eugenia multirimosa,EUGEM9,EUGEMU,M,TM,5,2000,2016,
Myrtaceae,Myrtaceae,Eugenia 'panosadorada',,Eugenia 'panosadorada',EUGEPA,EUGEPA,M,TM,7,2016,2016,
Myrtaceae,Myrtaceae,Eugenia pusilliflora,M.L. Kawas. & B. Holst,Eugenia 'minicomun',EUGEM7,EUGEMI,M,TM,127,2001,2017,
Myrtaceae,Myrtaceae,Eugenia 'ramamarilla',,Eugenia 'ramamarilla',EUGERA,EUGERA,M,TM,7,2010,2012,
Myrtaceae,Myrtaceae,Eugenia schunkei,McVaugh,Eugenia schunkei,EUGESC,EUGESC,M,TM,15,2006,2015,
Myrtaceae,Myrtaceae,Eugenia 'smedbrosimoid',,Eugenia 'smedbrosimoid',EUGES1,,,TM,3,2004,2004,It is Eugenia 'smedbrosimoid' in plot lists 2014-1018.  It was Eugenia aff. dittocrepis O. Berg in plot lists 2009-2010.
Myrtaceae,Myrtaceae,Eugenia 'smedcomun',,Eugenia 'smedcomun',EUGES7,ZZMYSC,M,TM,8,2016,2016,
Myrtaceae,Myrtaceae,Eugenia sp. D,,Eugenia sp. D,EUGE_D,,,,1,2004,2004,Discontinued.
Myrtaceae,Myrtaceae,Eugenia yasuniana,B. Holst & M.L. Kawas.,Eugenia 'granplata',EUGEG3,EUGEYA,M,TM,81,2000,2014,
Myrtaceae,Myrtaceae,Myrcia 'platatomen',,Myrcia 'platatomen',MYR1P2,MYRCPL,M,SL,32,2010,2016,
Myrtaceae,Myrtaceae,Myrcia splendens,(Sw.) DC.,Myrcia 'rosadita',MYR1RO,MYRCSP,U,TU,70,2001,2016,
Myrtaceae,Myrtaceae,Myrcia verticillata,M.L. Kawas. & B. Holst,uniden 'vertipub',ZZMYVE,MYRCVE,S,SL,1,2002,2002,
Myrtaceae,Myrtaceae,Myrciaria amazonica,O. Berg,Myrciaria amazonica,MYR2AM,MYRRAM,S,SL,2,2008,2008,
Myrtaceae,Myrtaceae,Myrciaria 'intermed',,Myrciaria 'intermed',MYR2IN,MYRRIN,M,TM,1,2002,2002,
Myrtaceae,Myrtaceae,Myrciaria racemosa,M.L. Kawas.,Plinia 'cortezablanca',PLINCO,PLINCO,T,TC,596,2000,2017,Myrciaria racemosa was newly described in 2011 and appears in plot lists 2014-2018.  It appeared as Plinia 'cortezablanca' in earlier plot lists.  
Myrtaceae,Myrtaceae,Myrtaceae sp. H,,Myrtaceae sp. H,MRT_H,,,T?,2,2002,2003,Discontinued.
Myrtaceae,Myrtaceae,Plinia 'pseudomouriri',,Plinia 'pseudomouriri',PLINPS,PLINPS,M,SL,10,2002,2015,
Myrtaceae,Myrtaceae,uniden. 'smedpubicost',,uniden 'smedpubicost',ZZMYS6,ZZMYSP,M,SL,15,2002,2016,
Nyctaginaceae,Nyctaginaceae,Guapira 'clasica',,Guapira 'clasica',GUAPCL,GUAPCL,M,TM,13,2002,2016,
Nyctaginaceae,Nyctaginaceae,Guapira 'granclasica',,Guapira 'granclasica',GUAPGR,GUAPGR,T,TC,72,2000,2018,
Nyctaginaceae,Nyctaginaceae,Neea 'altomini',,Neea 'altomini',NEEAAL,NEEAAL,U,TU,4,2006,2017,
Nyctaginaceae,Nyctaginaceae,Neea 'angostintersec',,Neea 'angostintersec',NEEAA2,NEEAAG,M,TM,81,2002,2016,
Nyctaginaceae,Nyctaginaceae,Neea 'aniboid',,Neea 'aniboid',NEEAA3,NEEAAN,U,TU,31,2005,2010,
Nyctaginaceae,Nyctaginaceae,Neea 'bajio',,Neea 'bajio',NEEABA,NEEABA,U,TU,105,2000,2017,
Nyctaginaceae,Nyctaginaceae,Neea 'claudia',,Neea 'tela',NEEATE,NEEACL,M,SL,19,2004,2016,
Nyctaginaceae,Nyctaginaceae,Neea 'comun',,Neea 'comun',NEEACO,NEEACO,M,TM,229,2000,2016,
Nyctaginaceae,Nyctaginaceae,Neea 'garci',,Neea 'garci',NEEAGA,NEEAGA,T,TC,266,2000,2018,
Nyctaginaceae,Nyctaginaceae,Neea 'granredonda',,Neea 'granredonda',NEEAGR,NEEAGR,U,TU,1,2017,2017,
Nyctaginaceae,Nyctaginaceae,Neea 'mini',,Neea 'mini',NEEAM2,NEEAMI,S,SL,1,2011,2011,
Nyctaginaceae,Nyctaginaceae,Neea 'paty',,Neea 'paty',NEEAPA,NEEAPA,S,SL,56,2000,2015,
Nyctaginaceae,Nyctaginaceae,Neea 'popular',,Neea 'popular',NEEAPO,NEEAPO,U,TU,18,2014,2017,
Nyctaginaceae,Nyctaginaceae,Neea sp. B,,Neea sp. B,NEEA_B,,,T?,1,2000,2000,Discontinued.
Nyctaginaceae,Nyctaginaceae,Neea 'supercrasa',,Neea 'supercrasa',NEEASU,NEEASU,T,TC,80,2002,2013,
Ochnaceae,Quiinaceae,Lacunaria jenmanii,(Oliv.) Ducke,Quiina jenmanii,QUIIJE,LACUJE,M,TM,2,2015,2015,
Ochnaceae,Ochnaceae,Ouratea 'flaquita',,Ouratea 'flaquita',OURAFL,OURAFL,U,TU,98,2000,2018,
